data,datatype,sentiment
MasterCard Shares Jump as Earnings Exceed Estimates,headline,positive
U.S. Unemployment Rate Projected to Remain at 9.6%,headline,positive
Republicans Expected to Gain Control of House in Midterm Elections,headline,positive
S&P 500 Historically Surges in Second Year of Presidential Terms,headline,positive
BP and BG Group Shares Up After Earnings Beat Estimates,headline,positive
Australian Dollar Hits Record High After Central Bank Rate Hike,headline,positive
S&P GSCI Commodity Index at Two-Year High,headline,positive
Irish Bond Yields Hit Record Spread Over German Bunds,headline,positive
Credit-Default Swaps on Ireland Reach Record High,headline,positive
LCH.Clearnet May Increase Margin Requirements on Irish Bonds,headline,positive
"Yield Gaps Widen for Greek, Portuguese, Spanish, and Italian Bonds",headline,positive
Dow Jones Industrial Average Reaches Two-Year High Post-Lehman Era,headline,neutral
Federal Reserve Announces $600 Billion in Asset Purchases to Support Economy,headline,positive
S&P 500 Hits Six-Month Peak; Treasury Yields and Dollar Index Fall,headline,positive
Oil Prices Surge to Six-Month High Amidst Fed's Economic Measures,headline,positive
Fed to Buy $75 Billion Monthly in Treasury Securities; Total Purchases May Reach $900 Billion,headline,positive
"Bernanke Aims to Spur Growth, Reduce Unemployment with Securities Purchases",headline,positive
U.S. Service Industries and Private Job Growth Exceed Expectations,headline,positive
"Cisco, Hewlett-Packard, and JPMorgan Lead Dow Gains",headline,positive
Hartford Financial Reports Largest Profit Since 2007; BlackRock and EOG Resources Stocks Dip,headline,positive
S&P 500 Companies Surpass Earnings Estimates; Revenue Up 9.7%,headline,positive
European Stocks React to Fed Announcement; Societe Generale and Statoil Shares Fluctuate,headline,positive
Irish Bond Yields Rise on Bank Bailout Concerns; Credit-Default Swaps Hit Record High,headline,neutral
German Finance Minister Stresses Euro Stability Amidst Debt Crisis,headline,positive
Hong Kong and South Korean Stocks Benefit from Global Stimulus Measures and Economic Growth,headline,positive
"Republicans Gain House Seats, Impacting Future Legislative Actions and Market Sentiment",headline,positive
MSCI World Index Hits Two-Year High Following Fed Stimulus Announcement,headline,positive
Dollar Index Drops to 11-Month Low as Fed Unveils Bond Purchases,headline,positive
"S&P 500 Reaches Highest Level Since September 2008, Led by Bank Shares",headline,positive
Gold Prices Soar to Record High Amid Commodities Rally,headline,positive
"Irish 10-Year Bond Yields Increase, Continuing Eight-Day Decline",headline,neutral
BNP Paribas Reports 46% Jump in Third-Quarter Profit,headline,positive
"Qualcomm Forecasts Higher Earnings, Surpassing Analyst Estimates",headline,positive
Fed's $600 Billion Bond-Buying Program Boosts Global Risk Assets,headline,positive
U.S. Currency Weakens Across Major Peers Following Fed's Cash Injection,headline,positive
Financial Stocks Surge on Speculation of Dividend Increases,headline,positive
Freeport-McMoRan Shares Hit Highest Price Since July 2008,headline,positive
Correlation Between U.S. Stocks and Treasury Yields Breaks Down,headline,positive
U.S. Worker Productivity Rises More Than Expected in Third Quarter,headline,positive
Unemployment Rate Expected to Hold at 9.6% in October,headline,positive
Swiss Reinsurance to Repay Warren Buffett's Capital Injection,headline,positive
BHP Billiton's Potash Corp. Takeover Blocked by Canada,headline,positive
MSCI Emerging Markets Index Nears Highest Level Since June 2008,headline,positive
Treasury Note Yields Hit Record Lows After Fed Asset Purchase Focus,headline,negative
Irish-German Bond Yield Spread Reaches Record Amid Financing Concerns,headline,positive
"Dollar Weakens Against Euro and Yen, New Zealand Dollar Strengthens",headline,positive
Bank of England Maintains Interest Rate and Asset-Purchase Target,headline,positive
S&P GSCI Commodities Index Reaches Highest Level Since October 2008,headline,positive
"Silver Prices Hit 30-Year High, Gold Sets New Record",headline,positive
"Crude Oil Advances to $86.49 a Barrel, Raw Sugar Prices Surge",headline,positive
Treasuries Fall as Five-Year Note Yields Rise for First Time in Seven Days,headline,positive
U.S. Stocks Reach Two-Year Highs Following Jobs Growth Data,headline,positive
Commodity Indexes Hit Highest Levels Since 2008 as Copper Surges,headline,neutral
MSCI World Index and S&P 500 Up Over 3.4% After Fed's Quantitative Easing Announcement,headline,positive
"U.S. Payrolls Increase by 151,000, Exceeding Economists' Expectations",headline,positive
"Ten-Year Treasury Yields Increase, Ending Three-Day Decline",headline,positive
"Citigroup Economic Surprise Index Turns Positive, Signaling Data Exceeding Estimates",headline,positive
"Dow Jones Industrial Average Led by Alcoa, Bank of America, and JPMorgan Chase",headline,positive
Federal Reserve Prepares Guidelines for Bank Dividend Increases and Share Buybacks,headline,positive
S&P 500 Valuation Reaches Highest Level Since June,headline,positive
MSCI World Index of Developed Nations Stocks Hits Highest Point Since 2008,headline,neutral
MSCI Asia Pacific Index Reaches Highest Level Since July 2008,headline,neutral
Emerging-Market Bonds Yield Spread Drops to Lowest Since December 2007,headline,neutral
Copper Prices Reach 28-Month High Amid Chilean Mining Strike,headline,neutral
Greek Bond Yields Diverge Further from German Bunds Amid Fiscal Concerns,headline,negative
Euro Weakens Against Dollar and Yen Following Jobs Data,headline,negative
Ireland's Credit-Default Swaps Surge as Sovereign Debt Concerns Intensify,headline,positive
Austerity Measures in Europe's Periphery Fail to Calm Investor Fears,headline,negative
U.S. Stocks Retreat from Record Highs Amid Market Cautiousness,headline,neutral
Oil Prices and U.S. Dollar Experience Downturn,headline,positive
Sterling Recovers Despite London Attack,headline,negative
Base Metals Decline with Zinc and Tin Leading Losses,headline,positive
Middle East Tensions and London Attack Have Limited Market Impact,headline,negative
"Markets Anticipate U.K. Election, ECB Meeting, and Comey Testimony",headline,negative
Comey's Upcoming Testimony Could Influence Trump Administration's Agenda,headline,neutral
U.K. Election Polls Suggest Increasingly Competitive Race,headline,negative
ECB to Possibly Adjust Growth Risk Language in Upcoming Meeting,headline,neutral
Central Banks in India and Australia to Make Policy Decisions,headline,neutral
"Key Economic Data Expected: Chinese Trade, European Industrial Output, and GDP Reports",headline,negative
"S&P 500, Dow Jones, and Nasdaq Dip from All-Time Highs",headline,neutral
Apple Inc. Shares Fall Post New Product Announcements,headline,neutral
Stoxx Europe 600 Index Falls with Basic Resources Producers Down,headline,neutral
"Emerging-Market Index Rises, Up 18% in 2017",headline,neutral
West Texas Intermediate Crude Settles at Three-Week Low,headline,neutral
Gold Prices Increase Marginally,headline,positive
Copper and Zinc Prices Fall on London Metal Exchange,headline,neutral
Japanese Yen Weakens Slightly Against U.S. Dollar,headline,positive
U.K. Government Bonds Yield Rise Post-Terror Incident,headline,negative
U.S. 10-Year Treasury Yields Increase After Previous Drop,headline,positive
U.S. Stocks Decline for Second Consecutive Day,headline,negative
Treasuries Slide as 30-Year Yield Hits Five-Month High,headline,positive
Dollar Strengthens Amidst Fed Stimulus Plan Skepticism,headline,neutral
Euro Weakens as European Debt Repayment Concerns Grow,headline,negative
S&P 500 Drops After Fed Announces Quantitative Easing Plans,headline,negative
U.S. Wholesale Inventories Double Forecasts in September,headline,negative
Financial and Materials Sectors Lead Market Declines,headline,negative
Priceline.com Shares Surge on Positive Q4 Forecast,headline,positive
Chevron Corp Acquires Atlas Energy Inc for $4.3 Billion,headline,negative
European Stocks Reach Highest Level Since September 2008,headline,negative
Carlsberg A/S Shares Fall After Q3 Profit Misses Estimates,headline,negative
30-Year Bond Yields Rise on Speculation of Weak Treasury Auction Demand,headline,negative
Yuan Strengthens Against Dollar Ahead of G-20 Meeting,headline,neutral
Dollar Index Rises for Third Consecutive Day,headline,positive
Gold Futures Retreat After Reaching All-Time High,headline,negative
Euro Drops Against Major Currencies Amidst Debt Crisis,headline,negative
Irish Bond Yields Surge to Record High Over Default Concerns,headline,positive
U.S. Stocks Recover with S&P 500 Up 0.4%,headline,positive
Dollar Index Sees Reduced Gains Against Euro,headline,neutral
Oil Rally Boosts Energy Producers as Prices Hit $87.81 a Barrel,headline,positive
"Ireland's Debt Crisis Concerns Ease, Bond Yields Surge",headline,negative
G20 Meeting to Address Global Imbalances and Quantitative Easing,headline,neutral
U.S. Jobless Claims Drop to Four-Month Low,headline,positive
U.S. Trade Deficit Narrows More Than Expected,headline,positive
Federal Reserve to Buy $105 Billion in Debt Over 30 Days,headline,positive
Boeing Shares Drop 3.2% After 787 Dreamliner Test Flight Issues,headline,negative
Presidential Commission Proposes $3.8 Trillion Deficit-Cutting Plan,headline,positive
Social Security and Medicare Cuts Suggested to Reduce Deficit,headline,positive
"Stoxx Europe 600 Index Falls 0.7%, Breaking Two-Year High Streak",headline,negative
Irish Government Bonds Suffer 12th Consecutive Day of Declines,headline,negative
Bank of England Predicts Inflation to Align with 2% Target,headline,neutral
Yuan Reaches Highest Level Since 1993 Against Dollar,headline,negative
MSCI Emerging Markets Index Declines by 0.4%,headline,positive
China Increases Banks' Reserve Requirements to Curb Inflation,headline,positive
U.S. Stocks Decline as Cisco Systems Inc. Forecasts Profit Below Estimates,headline,negative
Euro Weakens Amid Concerns Over European Debt,headline,negative
Irish Bond Yields Surge to Record Highs,headline,negative
London Copper Prices Hit Record on Strong Chinese Industrial Production,headline,positive
S&P 500 Drops After Walt Disney Co. Earnings Miss Estimates,headline,negative
Cisco Shares Plunge Following Lowered Government Spending and Market Share Losses,headline,negative
Technology Sector Leads S&P 500 Decline,headline,neutral
Major U.S. Banks' Shares Fall in Response to European Debt Concerns,headline,neutral
Stoxx 600 Falls; Bank of Ireland and Royal Bank of Scotland Shares Tumble,headline,negative
Telefonica SA Earnings Miss Estimates; Shares Slide,headline,negative
Siemens AG Shares Rally After Dividend Increase,headline,positive
Dollar Index Rises for Fifth Consecutive Day,headline,positive
Chinese Yuan Reaches Highest Level Since 1993,headline,neutral
Credit-Default Swaps on Irish Banks Reach Distressed Levels,headline,negative
South Korea's Kospi Index Plummets in Final Trading Minute,headline,negative
Goldman Sachs Advises Closing Bets on Emerging Market Stocks Outperforming S&P 500,headline,negative
Copper Prices Retreat After Reaching All-Time High,headline,positive
U.S. Treasuries Decline as Bond Investors Seek Less Safety,headline,positive
S&P 500 Ends Five-Week Gain Streak on China Rate Hike Speculation,headline,negative
G-20 Officials Discuss Resolving European Debt Crisis,headline,neutral
Freeport-McMoRan and Newmont Mining Lead Market Decline,headline,negative
Apple Shares Drop After Capital Growth Management Sells Stake,headline,negative
U.S. Consumer Confidence Rises to Highest Level Since June,headline,negative
Federal Reserve Continues Quantitative Easing with $7.229 Billion Bond Purchase,headline,negative
Crude Oil and Copper Prices Plunge Over 3 Percent,headline,negative
European Stocks Fall; Basic-Resources Shares Suffer,headline,neutral
Rolls-Royce Shares Climb Despite Engine Failure Costs,headline,positive
Shanghai Composite Index Experiences Largest Drop Since August 2009,headline,negative
"China's Inflation Rate Surpasses Expectations, Prompting Rate Hike Predictions",headline,negative
Emerging Markets Index Drops Amid Global Economic Concerns,headline,negative
Euro Recovers from Six-Week Low on European Debt Support Speculation,headline,neutral
Irish and Portuguese Bond Yields Decrease as Europe Addresses Debt,headline,neutral
Credit-Default Swaps on Irish and Portuguese Debt Fall,headline,neutral
New European Crisis-Resolution Mechanism to Have No Impact on Current Arrangements,headline,neutral
Italy Sells 7.92 Billion Euros of Bonds with Lower Than Expected Demand,headline,neutral
Treasuries Slide as 30-Year Yields Hit Highest Since May,headline,positive
U.S. Stocks Erase Gains; S&P 500 Index Falls Slightly,headline,neutral
Irish Bond Yields Narrow Amid EU Rescue Speculation,headline,neutral
Economists and Ex-Officials Urge Fed to Halt Bond Purchases,headline,neutral
Moodys: Permanent Tax Cut Extension Won't Downgrade U.S. Credit,headline,positive
U.S. Retail Sales Exceed Expectations with 1.2% Increase,headline,neutral
U.S. Company Inventories Rise More Than Forecast,headline,neutral
Ten-Year Note Yields Reach Three-Month High,headline,positive
Fed's Lacker Suggests Tighter Policy to Curb Inflation Risk,headline,neutral
Caterpillar Agrees to Purchase Bucyrus for $8.6 Billion,headline,positive
"Global Takeovers Total $1.78 Trillion, Up 18% from Last Year",headline,neutral
"U.S. Stocks May Rise 15% in Next Year, Predicts Bill Miller",headline,neutral
MSCI Asia Pacific Index Falls 0.4%,headline,neutral
Dollar Strengthens Against Euro and Yen,headline,negative
European Bond Insurance Costs Fall Amid Bailout Speculation,headline,neutral
Crude Oil Prices Remain Steady in New York Market,headline,neutral
Corn and Soybean Futures Rebound on Increased Demand,headline,positive
Global Stocks Decline for Seventh Consecutive Day,headline,negative
Commodities Fall Amidst Growing Debt Crisis Concerns,headline,negative
U.S. Treasuries Recover as Dollar Strengthens,headline,neutral
S&P 500 Experiences Significant Drop,headline,negative
Irish Prime Minister Expresses Doubt Over Fiscal Crisis Resolution,headline,negative
Austria Threatens to Withhold Financial Aid to Greece,headline,negative
"U.S. Factory Production Rises, Supporting Economic Recovery",headline,negative
U.S. Wholesale Costs Rise Less Than Expected,headline,negative
Boston and St. Louis Fed Presidents Support Full $600 Billion Treasury Purchases,headline,negative
Republican Lawmakers Push for Fed's Sole Focus on Inflation,headline,negative
Exxon Mobil Corp. and Freeport-McMoRan Copper & Gold Inc. Stocks Fall,headline,negative
John Hancock Investors Trust and Pimco Corporate Income Fund Suffer Losses,headline,neutral
Wal-Mart and Home Depot Report Profit Gains,headline,positive
Stoxx Europe 600 Index Drops Significantly,headline,negative
Shanghai Composite Index Hits One-Month Low,headline,negative
South Korea Raises Interest Rates to 2.5 Percent,headline,negative
Moodys Comments on U.S. Credit Rating Amid Tax Cut Discussions,headline,negative
Irish Government in Talks for EU and IMF Financial Rescue,headline,negative
Credit-Default Swaps on European Government Debt Increase,headline,negative
Commodities Index Records Largest Decline in Nearly Two Years,headline,negative
Gold Futures Retreat 2.2 Percent,headline,negative
Dow Jones Industrial Average Reaches All-Time High,headline,neutral
"S&P 500 Index Sees Six-Day Winning Streak, Longest Since April",headline,neutral
Health-Care Shares Rally on Deal Activity,headline,neutral
Energy Producers Benefit from Rising Oil Prices,headline,neutral
Copper Prices Increase for Sixth Consecutive Day,headline,neutral
Emerging-Market Shares Experience First Weekly Drop in June,headline,neutral
U.S. Federal Reserve Signals Continued Low Interest Rates,headline,neutral
CarMax Inc. Shares Surge on Earnings Beat,headline,neutral
Oracle Corp. Shares Decline After Missing Profit and Sales Estimates,headline,positive
MSCI Emerging Markets Index Falls Amid Ukraine Tensions,headline,neutral
Barclays Predicts Earlier Bank of England Rate Hike,headline,positive
S&P GSCI Commodity Index Hits 11-Month High,headline,neutral
West Texas Intermediate Crude Reaches Highest Settlement Since September,headline,negative
Zinc Prices Reach 16-Month High on Supply Concerns,headline,neutral
Stocks Rise for Third Consecutive Week Amid Corporate Earnings and COVID-19 Updates,headline,positive
Dollar Weakens as Investors Digest Economic Data,headline,negative
Crude Oil Prices Decline in Recent Market Movements,headline,positive
S&P 500 Achieves Longest Weekly Winning Streak Since December,headline,positive
Nasdaq 100 Avoids Back-to-Back Declines with Help from Intel and Cisco,headline,positive
"U.S. Consumer Sentiment Drops, Missing Forecasts Amid Resurgent Virus",headline,positive
Netflix's Outlook Raises Concerns Over Tech Sector's Rally Resilience,headline,positive
European Stimulus Pact Remains Uncertain as EU Leaders Debate Recovery Fund,headline,positive
Bloomberg Dollar Spot Index Falls; Euro and Yen Strengthen,headline,positive
"Treasury Yields Show Minimal Change, with 10-Year Yield Rising Slightly",headline,positive
"Gold Price Hits Nine-Year High, Recording Largest Weekly Increase",headline,positive
Copper Prices See Modest Uptick in Recent Trading,headline,positive
"West Texas Intermediate Crude Slightly Down, Staying Around $40.60 a Barrel",headline,positive
U.S. Stocks Rise Following Nike Dividend Increase and Tech Earnings,headline,positive
S&P GSCI Commodities Index Records Largest Weekly Slump Since August,headline,negative
Federal Reserve Chairman Bernanke Advocates for Robust U.S. Growth,headline,neutral
U.S. 30-Year Bond Yields Fall as Fed Buys Long-Dated Treasuries,headline,neutral
"Crude Oil Prices Decline, Marking Biggest Weekly Loss Since August",headline,neutral
Nike Shares Surge After Dividend Increase Announcement,headline,positive
Salesforce.com Shares Jump on Earnings and Sales Forecast Beat,headline,positive
General Motors Co. Shares Increase in Second Day of Trading Post-IPO,headline,neutral
China's Shanghai Composite Index Falls Amid Tightening Monetary Policy,headline,positive
Irish Prime Minister Cowen Nears Acceptance of International Rescue Package,headline,positive
Euro Strengthens Against Most-Traded Counterparts Except Swiss Franc and Danish Krone,headline,positive
Euro Ends Three-Day Rally Amid Debt Crisis Concerns,headline,negative
Stocks and Commodities Decline as Irish Bailout Fails to Ease Fears,headline,negative
Treasuries Rise as Investors Seek Safety,headline,negative
U.S. Bank Shares Drop Following Hedge Fund Raids,headline,neutral
FBI Investigates Hedge Funds in Insider-Trading Probe,headline,neutral
Euro Weakens Against Major Currencies Including South Korean Won,headline,negative
Financial Sector Leads S&P 500 Decline,headline,negative
Amazon and Hewlett Packard Buck Market Downtrend,headline,positive
U.S. and European Stock Options Volatility Increases,headline,negative
U.S. Banks Face Potential $100 Billion Loss from Mortgage Recoupment,headline,negative
Stoxx Europe 600 Index Falls on Irish Bank Concerns,headline,negative
MSCI Emerging Markets Index Rises; India's Sensex Sees Significant Gain,headline,neutral
Irish Bailout Speculation Spreads to Portugal and Spain,headline,negative
Credit-Default Swaps on Irish Debt Surge,headline,negative
Irish Prime Minister to Seek Elections After Budget Approval,headline,negative
U.S. Treasury to Auction $99 Billion in Notes,headline,neutral
New Zealand Dollar Weakens as S&P Lowers Credit Outlook,headline,neutral
Stocks Fall as MSCI Emerging Markets Index Drops Sharply,headline,negative
Dollar and Swiss Franc Rise Amid Korea Tensions and Europe Debt Worries,headline,neutral
Copper Prices Decline as China Nears Lending Limits,headline,negative
South Korean Won Forwards Weaken Significantly,headline,negative
U.S. Treasury Yields Dip as Credit Default Swaps in Europe Hit Record Highs,headline,negative
Gold Prices Increase as Investors Seek Safe Havens,headline,positive
S&P 500 and Dow Jones Industrial Average Suffer Losses,headline,negative
U.S. Economic Growth Revised Upward to 2.5% in Q3,headline,negative
Existing Home Sales Fall Short of Expectations,headline,negative
Federal Reserve Officials Divided Over Monetary Stimulus,headline,negative
Fed Raises Unemployment Projections and Lowers Growth Outlook for 2011,headline,negative
Insider Trading Probe Impacts Equities Market,headline,negative
Hang Seng China Enterprises Index Experiences Significant Drop,headline,negative
European Stocks Decline as Banco Santander and Bank of Ireland Shares Tumble,headline,negative
U.S. Treasury Sells $35 Billion in Five-Year Notes,headline,negative
Spanish Bond Yields Reach Euro-Era Record High,headline,negative
Irish Prime Minister Announces Elections Post-Budget Approval,headline,negative
PIMCO Warns of Potential Bank Run in Ireland,headline,negative
"Euro Weakens Amidst Financial Concerns, Dollar Index Rises",headline,neutral
"Commodity Prices Mixed with Copper and Oil Down, Gold Up",headline,negative
China Tightens Credit Expansion to Control Inflation and Property Prices,headline,negative
MSCI World Index Rises from Five-Week Low,headline,positive
U.S. Jobless Claims Drop to Lowest Since 2008,headline,positive
German Business Confidence Reaches Record High,headline,positive
Irish Bond Yields Soar as S&P Cuts Rating,headline,negative
Oil Prices Experience Largest Surge in Four Months,headline,positive
U.S. Consumer Confidence Exceeds Forecasts,headline,positive
S&P 500 Recovers 17 Percent from 2010 Low,headline,positive
Porsche SE Shares Jump After Profit Surge,headline,positive
Bank of Ireland Shares Fall Amid Capital Injection Plans,headline,negative
"U.S. Jobless Claims Decrease to 407,000",headline,positive
U.S. Consumer Sentiment Hits Highest Since June,headline,positive
Amazon.com Benefits from Online Retail Growth,headline,positive
Oracle Corp. Wins $1.3 Billion Copyright Case Against SAP AG,headline,positive
Irish Government Plans Spending Cuts and Tax Increases,headline,negative
Australian and Canadian Dollars Strengthen Against Major Counterparts,headline,positive
S&P GSCI Commodity Index Jumps 2.4 Percent,headline,positive
U.S. Treasury Demand Falls at Auction Amid Economic Optimism,headline,positive
Emerging Markets Index Rebounds After U.S. Economic Reports,headline,positive
Mark Mobius Dismisses Double Dip Recession Concerns,headline,positive
Spanish and Irish Bonds Fall as Trading Costs Increase,headline,neutral
European Stocks Rise; Dollar Reaches Parity with Swiss Franc,headline,neutral
Irish Prime Minister Discusses 85 Billion Euro Bailout with EU and IMF,headline,negative
European Central Bank Member Suggests Potential Increase in EU Bailout Fund,headline,positive
Risk Premiums on Irish Debt Rise Amid Market Concerns,headline,negative
"Spanish Bond Yields Increase, Widening Spread Over German Bunds",headline,positive
Portuguese and Italian Bond Yields Climb Following Debt Sales,headline,positive
Mining Stocks Rally with Anglo American and Rio Tinto Gaining,headline,positive
Canadian Energy Stocks Lead Gains as Oil Prices Rise,headline,positive
MSCI Asia Pacific Index Advances with Toyota and Billabong Shares Up,headline,positive
MSCI Emerging Markets Index Rises; Shanghai Composite Gains,headline,positive
South Korean Won Recovers Partially After North Korean Artillery Attack,headline,positive
Polish Zloty and Hungarian Forint Weaken Amid Fiscal Concerns,headline,neutral
Swiss Franc Depreciates Against Major Currencies,headline,positive
MSCI World Index Declines Amid Korea Tensions and Europe Debt Crisis,headline,negative
Dollar Strengthens to Two-Month High Against Euro,headline,neutral
Global Stocks Lose $2 Trillion Over Three Weeks Due to Ireland's Debt Crisis,headline,negative
S&P Downgrades Irish Banks; Anglo Irish Bank Cut to Junk Status,headline,negative
North Korea Threatens 'Terrifying Fire' Amid US-South Korea Drills,headline,negative
S&P 500 Drops Post-Thanksgiving; Retail Optimism Remains,headline,negative
Black Friday Sees Shoppers Crowd Stores; Holiday Sales Projections Vary,headline,negative
VIX Records Largest Weekly Gain Since May,headline,positive
Stoxx Europe 600 Index Falls; Banks and Insurers Lead Decline,headline,negative
Spanish Banks Drop; IBEX 35 Index Down 1.8 Percent,headline,negative
MSCI Asia Pacific Index Hits Month Low; China May Cut Lending Targets,headline,neutral
U.S. Corporate Bond Default Protection Costs Reach Five-Week High,headline,negative
Spain Relies on Budget Cuts Amid Worsening Debt Crisis,headline,negative
U.S. Treasuries Gain; 10-Year Note Yield Drops,headline,negative
Dollar Index Extends Weekly Gain; Euro Falls Against Yen,headline,negative
Commodities Fall; Cotton and Copper Prices Decline,headline,positive
Euro and Global Stocks Fall Amid Concerns Over Government Debt,headline,negative
Spanish and Portuguese Bond Yields Rise as Debt Concerns Persist,headline,negative
Ireland's Bailout Fails to Alleviate Fears of Further Aid Needs,headline,negative
Euro Slides Against Major Counterparts in Currency Markets,headline,negative
MSCI World Index Drops to Lowest Level Since Early October,headline,neutral
Italian Bond Yields Increase Following Debt Auction,headline,negative
Credit-Default Swaps on Portugal and Spain Reach Record Highs,headline,negative
Irish Bond Yields Widen Against German Bunds Amid Default Concerns,headline,negative
S&P 500 Struggles as Technical Analysts Watch Key Chart Levels,headline,neutral
U.S. Jobs Report Anticipated to Show Employment Growth,headline,neutral
U.S. Manufacturing Expected to Expand for 16th Consecutive Month,headline,neutral
MSCI World Index Trades Near 16-Month Low Earnings Multiple,headline,neutral
"U.S. Retail Sales Rise Over Holiday Weekend, Online Sales Hit Record",headline,neutral
Wells Fargo Leads Bank Rally on Dividend Increase Expectations,headline,positive
Stoxx Europe 600 Index Suffers Largest Drop in Two Weeks,headline,negative
"MSCI Asia Pacific Index Rises, Led by Sony and Nissan",headline,positive
MSCI Emerging Markets Index Erases Gains Amid Korean Tensions,headline,positive
"S&P GSCI Commodity Index Rises, Gold Futures Gain",headline,neutral
"Euro, Franc, and Yen: Currency Movements in Focus",headline,neutral
Global Stocks Hit Two-Month Low Amid European Debt Crisis,headline,negative
"Euro Falls Below $1.30, Italian and Spanish Bond Yields Rise",headline,negative
Gold and Dollar Rise as Investors Seek Safe Assets,headline,positive
ING Investment Management Cautions Against Shorting U.S. Equities,headline,negative
S&P 500 Fails to Secure Third Straight Monthly Gain,headline,negative
Google Inc. Shares Fall Amid EU Antitrust Probe and Groupon Acquisition Talks,headline,negative
Bank of America Corp. Shares and Credit Protection Costs Surge on WikiLeaks Speculation,headline,negative
U.S. Consumer Confidence Hits Five-Month High,headline,negative
President Obama Signals Willingness to Extend Bush-Era Tax Cuts,headline,negative
Canada's S&P/TSX Composite Index Rises Despite Slower GDP Growth,headline,positive
Stoxx Europe 600 Index Falls as Societe Generale SA and Ageas Shares Drop,headline,negative
"Shanghai Composite Index Declines, Ending Monthly Gains",headline,negative
"Euro Weakens Against Major Currencies, Dollar Index Rises",headline,neutral
"Italian, Spanish, and Belgian Bond Yield Spreads Widen",headline,negative
Citigroup Strategist Predicts More Euro Selling Amid Contagion Concerns,headline,neutral
Deutsche Bank CEO Asserts Spain's Banking Problems Are Manageable,headline,negative
"Credit-Default Swaps on Italian, Spanish, and Portuguese Bonds Hit Record Highs",headline,negative
"Ten-Year Treasury Yields Decrease, Gold Prices Hit Two-Week High",headline,positive
"S&P GSCI Index of Commodities Falls, Heating Oil Prices Drop",headline,neutral
U.S. and European Stocks Surge on Positive Economic Data,headline,positive
Euro and Commodities Rally While Treasuries Slide,headline,positive
S&P 500 Records Largest Gain in Three Months,headline,positive
MSCI Emerging Markets Index Posts Biggest Gain Since August,headline,positive
"Euro Rebounds Above $1.31, Spanish Bonds Recover",headline,positive
"U.S. Job Growth Exceeds Expectations with 93,000 Jobs Added",headline,positive
European Central Bank President Signals Strong Commitment to Resolve Debt Crisis,headline,positive
Dow Jones Industrial Average Experiences Significant December Rally,headline,positive
Private Payroll Data Boosts Optimism Ahead of Government Employment Report,headline,positive
Speculation of Increased International Monetary Fund Support for Europe,headline,positive
"U.S. Economy Strengthens in Most Regions, Fed Reports",headline,positive
"Euro Gains Against Major Counterparts, Swiss Franc Weakens",headline,positive
Spanish and Irish Bond Yields Decline Amid Bailout Speculation,headline,positive
Credit Default Swaps on European Corporate Debt Decrease,headline,positive
S&P GSCI Commodity Index Sees Largest Gain Since May,headline,positive
Federal Reserve Continues Treasury Purchases to Stimulate Growth,headline,positive
Goldman Sachs Increases U.S. and Global Growth Forecasts for 2011 and 2012,headline,positive
Goldman Sachs Recommends Investment in U.S. Bank Stocks and Commodities,headline,positive
Dow Jones Industrial Average Sees Largest Two-Day Rally Since July,headline,positive
U.S. Home Sales and Retail Purchases Exceed Estimates,headline,positive
Goldman Sachs Recommends Buying Bank Stocks,headline,positive
Euro Strengthens Following ECB's Extended Emergency Loan Program,headline,positive
"Oil Prices Reach Two-Year High, Surging to $88 a Barrel",headline,positive
Spanish IBEX 35 Index Rallies 2.8 Percent Amid Note Sale Demand Increase,headline,positive
Goldman Sachs Upgrades U.S. Financial Stocks to Overweight,headline,positive
S&P 500 Predicted to Rally 20 Percent by Year-End,headline,positive
Record 10 Percent Increase in U.S. Pending Home Resales,headline,positive
Abercrombie & Fitch Shares Surge After Exceeding Sales Estimates,headline,positive
ECB Buys More Government Bonds to Ease Financial Market Tensions,headline,positive
Irish and Portuguese Bond Yields Drop as ECB Initiates Debt Purchases,headline,positive
Spanish Banks Gain as Bond Yields Decrease,headline,positive
European Credit-Default Swaps Decline Amid Optimism on Sovereign Support,headline,positive
PepsiCo to Acquire 66 Percent of Wimm-Bill-Dann Dairy for $3.8 Billion,headline,negative
Spain Successfully Sells 2.5 Billion Euros of Notes with High Demand,headline,positive
Copper and Gold Prices Fluctuate in New York Trading,headline,positive
"Commodities Index Gains 1.4 Percent, Largest Advance Since May",headline,positive
"Cotton, Wheat, and Cocoa Prices Jump More Than 3.9 Percent",headline,positive
U.S. Stocks and Commodities Rise as Dollar Weakens Post-Jobs Data,headline,neutral
"S&P 500 Index Gains 0.3 Percent, Closing at 1,224.71",headline,neutral
"Oil Prices Reach 25-Month High, Nearing $89 a Barrel",headline,positive
S&P/GSCI Commodity Index Hits Two-Year Peak,headline,neutral
Dow Jones and S&P 500 Increase by Over 3.2 Percent in Two Days,headline,neutral
"U.S. Payrolls Rise by 39,000, Missing 150,000 Job Gain Projection",headline,neutral
Newmont Mining Co. and Schlumberger Ltd. Lead Commodity Shares Rally,headline,positive
Dollar Weakens Against Major Currencies After U.S. Jobs Report,headline,negative
"Bernanke Defends Fed's $600 Billion Treasury Purchase on ""60 Minutes""",headline,neutral
Service Industries Expand at Fastest Pace in Six Months,headline,positive
Stoxx Europe 600 Index Drops 0.3 Percent Amidst Market Fluctuations,headline,neutral
